id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,log_no_of_offices,log_no_of_accounts,log_deposit_amount
0,2022,Andaman and Nicobar Islands,35,North and Middle Andaman,632,Eastern Region,Rural,10,108,729,2.3978952727983707,4.6913478822291435,6.593044534142437
1,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Rural,13,106,775,2.6390573296152584,4.672828834461906,6.654152520183219
2,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Semi-urban,10,64,463,2.3978952727983707,4.174387269895637,6.139884552226255
3,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Urban,36,301,4620,3.6109179126442243,5.71042701737487,8.438366410870266
4,2022,Andaman and Nicobar Islands,35,North and Middle Andaman,632,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
5,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
6,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
7,2022,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
8,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Rural,160,2128,3306,5.081404364984463,7.663407664893479,8.103796712981794
9,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Semi-urban,124,2549,6301,4.8283137373023015,7.843848638152472,8.74862232231722
10,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Urban,177,4624,12495,5.181783550292085,8.439231649946526,9.433163872079467
11,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Rural,240,2678,10711,5.484796933490655,7.893198869544609,9.279119887371008
12,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Semi-urban,162,2677,6937,5.093750200806762,7.8928255262511176,8.844768827529695
13,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Urban,207,2586,24021,5.337538079701318,7.8582541821860294,10.086725356114435
14,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Rural,258,3321,6661,5.556828061699537,8.10832229017324,8.804175018753625
15,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Semi-urban,306,4058,10148,5.726847747587197,8.308691916838898,9.225130457448818
16,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Urban,251,2786,19823,5.529429087511423,7.932721027481948,9.894648603868923
17,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Rural,285,2335,6445,5.655991810819852,7.756195343948118,8.771215062375383
18,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Semi-urban,239,3256,9685,5.480638923341991,8.088561805276234,9.178436822963175
19,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Urban,332,3726,26754,5.808142489980444,8.223358899479258,10.194476650745406
20,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Rural,230,2146,4997,5.442417710521793,7.671826797878781,8.516793111394898
21,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Semi-urban,239,2827,10649,5.480638923341991,7.947325027016463,9.273315171137572
22,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Urban,67,2638,4261,4.219507705176107,7.878155336503324,8.357493812658563
23,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Metropolitan,350,3288,38461,5.860786223465865,8.098338846189057,10.557426019870793
24,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Rural,162,1759,2618,5.093750200806762,7.473069088032197,7.870547844507712
25,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Semi-urban,119,2445,4925,4.787491742782046,7.802209316247118,8.502282578680484
26,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Urban,193,4338,12238,5.267858159063328,8.37539918579835,9.412382853382338
27,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Rural,199,2114,3921,5.298317366548036,7.656810091480378,8.274357006756292
28,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Semi-urban,205,3160,8519,5.327876168789581,8.058643712215618,9.050171619823361
29,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Urban,78,835,5133,4.3694478524670215,6.728628613084702,8.543640361431086
30,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Rural,151,1521,2872,5.0238805208462765,7.3277805384216315,7.96311205897929
31,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Semi-urban,149,2296,5594,5.0106352940962555,7.739359202689098,8.629628620746026
32,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Urban,128,1509,10586,4.859812404361672,7.31986492980897,9.26738211234338
33,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Rural,150,2090,3739,5.017279836814924,7.645397699428633,8.226840890408578
34,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Semi-urban,110,1740,4398,4.709530201312334,7.462214939768189,8.389132521348719
35,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Urban,61,657,3619,4.127134385045092,6.489204931325317,8.194229304819817
36,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Rural,153,2394,3894,5.0369526024136295,7.781138509845015,8.267448958304849
37,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Semi-urban,111,1514,3924,4.718498871295094,7.323170717943469,8.275121630216509
38,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Metropolitan,528,5472,54393,6.270988431858299,8.607582191143917,10.904009132643543
39,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Rural,139,1699,2796,4.941642422609304,7.438383530044307,7.936302693201959
40,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Semi-urban,102,1376,3256,4.634728988229636,7.227662498728654,8.088561805276234
41,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Urban,78,1159,4449,4.3694478524670215,7.05617528410041,8.400659375160286
42,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Rural,211,2189,5531,5.356586274672012,7.691656822810547,8.61830469278465
43,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Semi-urban,274,3648,11118,5.616771097666572,8.202208436436448,9.31641063570325
44,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Urban,151,1946,8909,5.0238805208462765,7.5740450053721995,9.094929520464856
45,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Rural,134,1545,3489,4.90527477843843,7.343426229147367,8.157657015196472
46,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Semi-urban,111,1831,6014,4.718498871295094,7.513163545234075,8.70201162840878
47,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Urban,120,1635,8211,4.795790545596741,7.400009517162692,9.013351778138825
48,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Rural,0,0,0,0.0,0.0,0.0
49,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
50,2022,Andhra Pradesh,28,Anantapur,502,Southern Region,Urban,0,0,0,0.0,0.0,0.0
51,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Rural,0,0,0,0.0,0.0,0.0
52,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
53,2022,Andhra Pradesh,28,Chittoor,503,Southern Region,Urban,0,0,0,0.0,0.0,0.0
54,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Rural,0,0,0,0.0,0.0,0.0
55,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
56,2022,Andhra Pradesh,28,East Godavari,505,Southern Region,Urban,0,0,0,0.0,0.0,0.0
57,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Rural,0,0,0,0.0,0.0,0.0
58,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
59,2022,Andhra Pradesh,28,Guntur,506,Southern Region,Urban,0,0,0,0.0,0.0,0.0
60,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Rural,0,0,0,0.0,0.0,0.0
61,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
62,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Urban,0,0,0,0.0,0.0,0.0
63,2022,Andhra Pradesh,28,Krishna,510,Southern Region,Metropolitan,0,0,0,0.0,0.0,0.0
64,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Rural,0,0,0,0.0,0.0,0.0
65,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
66,2022,Andhra Pradesh,28,Kurnool,511,Southern Region,Urban,0,0,0,0.0,0.0,0.0
67,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Rural,0,0,0,0.0,0.0,0.0
68,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
69,2022,Andhra Pradesh,28,Prakasam,517,Southern Region,Urban,0,0,0,0.0,0.0,0.0
70,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Rural,0,0,0,0.0,0.0,0.0
71,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
72,2022,Andhra Pradesh,28,Srikakulam,519,Southern Region,Urban,0,0,0,0.0,0.0,0.0
73,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Rural,0,0,0,0.0,0.0,0.0
74,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
75,2022,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Urban,0,0,0,0.0,0.0,0.0
76,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Rural,0,0,0,0.0,0.0,0.0
77,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
78,2022,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Metropolitan,0,0,0,0.0,0.0,0.0
79,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Rural,0,0,0,0.0,0.0,0.0
80,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
81,2022,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Urban,0,0,0,0.0,0.0,0.0
82,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Rural,0,0,0,0.0,0.0,0.0
83,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
84,2022,Andhra Pradesh,28,West Godavari,523,Southern Region,Urban,0,0,0,0.0,0.0,0.0
85,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Rural,0,0,0,0.0,0.0,0.0
86,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Semi-urban,0,0,0,0.0,0.0,0.0
87,2022,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Urban,0,0,0,0.0,0.0,0.0
88,2022,Arunachal Pradesh,12,Changlang,229,North Eastern Region,Rural,6,133,771,1.9459101490553132,4.897839799950911,6.648984550024776
89,2022,Arunachal Pradesh,12,East Kameng,231,North Eastern Region,Semi-urban,4,53,283,1.6094379124341003,3.9889840465642745,5.648974238161206
90,2022,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Rural,3,90,178,1.3862943611198906,4.51085950651685,5.187385805840755
91,2022,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Semi-urban,14,158,1287,2.70805020110221,5.0689042022202315,7.160845906664299
92,2022,Arunachal Pradesh,12,Leparada,724,North Eastern Region,Rural,3,85,348,1.3862943611198906,4.454347296253507,5.855071922202427
93,2022,Arunachal Pradesh,12,Lohit,234,North Eastern Region,Semi-urban,3,53,445,1.3862943611198906,3.9889840465642745,6.100318952020064
94,2022,Arunachal Pradesh,12,Longding,666,North Eastern Region,Rural,3,40,215,1.3862943611198906,3.713572066704308,5.375278407684165
95,2022,Arunachal Pradesh,12,Lower Dibang Valley,235,North Eastern Region,Semi-urban,4,65,896,1.6094379124341003,4.189654742026425,6.799055862058796
96,2022,Arunachal Pradesh,12,Lower Siang,719,North Eastern Region,Rural,3,45,192,1.3862943611198906,3.828641396489095,5.262690188904886
97,2022,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Rural,3,22,86,1.3862943611198906,3.1354942159291497,4.465908118654584
98,2022,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Semi-urban,8,60,643,2.1972245773362196,4.110873864173311,6.467698726104354
99,2022,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Rural,3,35,250,1.3862943611198906,3.58351893845611,5.5254529391317835
100,2022,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Semi-urban,4,62,350,1.6094379124341003,4.143134726391533,5.860786223465865
101,2022,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Rural,12,84,755,2.5649493574615367,4.442651256490317,6.628041376179533
102,2022,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Semi-urban,44,388,11743,3.8066624897703196,5.963579343618446,9.371097750854297
103,2022,Arunachal Pradesh,12,Siang,679,North Eastern Region,Rural,4,26,131,1.6094379124341003,3.295836866004329,4.882801922586371
104,2022,Arunachal Pradesh,12,Tawang,238,North Eastern Region,Semi-urban,5,50,1106,1.791759469228055,3.9318256327243257,7.009408932708637
105,2022,Arunachal Pradesh,12,Upper Siang,240,North Eastern Region,Rural,4,41,343,1.6094379124341003,3.7376696182833684,5.840641657373398
106,2022,Arunachal Pradesh,12,Upper Subansiri,241,North Eastern Region,Rural,6,43,163,1.9459101490553132,3.784189633918261,5.099866427824199
107,2022,Arunachal Pradesh,12,West Kameng,242,North Eastern Region,Rural,14,113,1240,2.70805020110221,4.736198448394496,7.123672785204607
108,2022,Arunachal Pradesh,12,West Siang,243,North Eastern Region,Semi-urban,5,81,627,1.791759469228055,4.406719247264253,6.4425401664681985
109,2022,Arunachal Pradesh,12,Changlang,229,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
110,2022,Arunachal Pradesh,12,East Kameng,231,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
111,2022,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
112,2022,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
113,2022,Arunachal Pradesh,12,Lohit,234,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
114,2022,Arunachal Pradesh,12,Longding,666,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
115,2022,Arunachal Pradesh,12,Lower Dibang Valley,235,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
116,2022,Arunachal Pradesh,12,Lower Siang,719,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
117,2022,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
118,2022,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
119,2022,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
120,2022,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
121,2022,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
122,2022,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
123,2022,Arunachal Pradesh,12,Siang,679,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
124,2022,Arunachal Pradesh,12,Tawang,238,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
125,2022,Arunachal Pradesh,12,Upper Siang,240,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
126,2022,Arunachal Pradesh,12,Upper Subansiri,241,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
127,2022,Arunachal Pradesh,12,West Kameng,242,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
128,2022,Arunachal Pradesh,12,West Siang,243,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
129,2022,Assam,18,Baksa,616,North Eastern Region,Rural,54,1143,1367,4.007333185232471,7.042286171939743,7.221105098182496
130,2022,Assam,18,Barpeta,280,North Eastern Region,Rural,57,1444,1602,4.060443010546419,7.275864600546533,7.3796321526095525
131,2022,Assam,18,Barpeta,280,North Eastern Region,Semi-urban,60,1375,3267,4.110873864173311,7.226936018493289,8.091933455979893
132,2022,Assam,18,Biswanath,705,North Eastern Region,Rural,28,538,749,3.367295829986474,6.289715570908998,6.620073206530356
133,2022,Assam,18,Biswanath,705,North Eastern Region,Semi-urban,20,279,917,3.044522437723423,5.634789603169249,6.822197390620491
134,2022,Assam,18,Bongaigaon,281,North Eastern Region,Rural,24,481,529,3.2188758248682006,6.1779441140506,6.272877006546167
135,2022,Assam,18,Bongaigaon,281,North Eastern Region,Semi-urban,35,682,2829,3.58351893845611,6.52649485957079,7.948031990637284
136,2022,Assam,18,Cachar,282,North Eastern Region,Rural,90,1795,2602,4.51085950651685,7.493317248862145,7.864419904994565
137,2022,Assam,18,Cachar,282,North Eastern Region,Semi-urban,7,100,232,2.0794415416798357,4.61512051684126,5.4510384535657
138,2022,Assam,18,Cachar,282,North Eastern Region,Urban,76,858,6896,4.343805421853684,6.755768921984255,8.83884181343129
139,2022,Assam,18,Charaideo,708,North Eastern Region,Rural,20,402,715,3.044522437723423,5.998936561946683,6.573680166960646
140,2022,Assam,18,Charaideo,708,North Eastern Region,Semi-urban,10,197,505,2.3978952727983707,5.288267030694535,6.226536669287466
141,2022,Assam,18,Chirang,612,North Eastern Region,Rural,19,540,1183,2.995732273553991,6.293419278846481,7.076653815443951
142,2022,Assam,18,Chirang,612,North Eastern Region,Semi-urban,12,209,355,2.5649493574615367,5.3471075307174685,5.87493073085203
143,2022,Assam,18,Darrang,283,North Eastern Region,Rural,37,755,647,3.6375861597263857,6.628041376179533,6.473890696352274
144,2022,Assam,18,Darrang,283,North Eastern Region,Semi-urban,30,833,1757,3.4339872044851463,6.726233402358747,7.471932078245122
145,2022,Assam,18,Dhemaji,284,North Eastern Region,Rural,21,738,764,3.091042453358316,6.6052979209482015,6.639875833826536
146,2022,Assam,18,Dhemaji,284,North Eastern Region,Semi-urban,23,467,865,3.1780538303479458,6.148468295917647,6.763884908562435
147,2022,Assam,18,Dhubri,285,North Eastern Region,Rural,35,1096,859,3.58351893845611,7.00033446027523,6.756932389247553
148,2022,Assam,18,Dhubri,285,North Eastern Region,Semi-urban,44,1201,2324,3.8066624897703196,7.091742115095153,7.751475318021456
149,2022,Assam,18,Dibrugarh,286,North Eastern Region,Rural,90,1347,3191,4.51085950651685,7.206377291472252,8.068402958569699
150,2022,Assam,18,Dibrugarh,286,North Eastern Region,Semi-urban,37,468,3984,3.6375861597263857,6.150602768446279,8.290292591224315
151,2022,Assam,18,Dibrugarh,286,North Eastern Region,Urban,63,616,5112,4.1588830833596715,6.424869023905388,8.53954159508
152,2022,Assam,18,Dima Hasao,299,North Eastern Region,Rural,13,79,405,2.6390573296152584,4.382026634673881,6.0063531596017325
153,2022,Assam,18,Dima Hasao,299,North Eastern Region,Semi-urban,14,115,799,2.70805020110221,4.7535901911063645,6.684611727667927
154,2022,Assam,18,Goalpara,287,North Eastern Region,Rural,39,777,1020,3.6888794541139363,6.656726524178391,6.928537818164665
155,2022,Assam,18,Goalpara,287,North Eastern Region,Semi-urban,25,703,1400,3.258096538021482,6.556778356158042,7.244941546337007
156,2022,Assam,18,Golaghat,288,North Eastern Region,Rural,67,1112,1516,4.219507705176107,7.014814351275545,7.324489979348532
157,2022,Assam,18,Golaghat,288,North Eastern Region,Semi-urban,47,765,2300,3.871201010907891,6.641182169740591,7.741099090035366
158,2022,Assam,18,Hailakandi,289,North Eastern Region,Rural,19,452,467,2.995732273553991,6.115892125483034,6.148468295917647
159,2022,Assam,18,Hailakandi,289,North Eastern Region,Semi-urban,24,526,1374,3.2188758248682006,6.267200548541362,7.226209010100671
160,2022,Assam,18,Hojai,709,North Eastern Region,Rural,11,277,240,2.4849066497880004,5.627621113690637,5.484796933490655
161,2022,Assam,18,Hojai,709,North Eastern Region,Semi-urban,34,693,2382,3.5553480614894135,6.542471960506805,7.776115477098742
162,2022,Assam,18,Jorhat,290,North Eastern Region,Rural,52,716,1351,3.970291913552122,6.57507584059962,7.20934025660291
163,2022,Assam,18,Jorhat,290,North Eastern Region,Semi-urban,18,321,670,2.9444389791664403,5.7745515455444085,6.508769136971682
164,2022,Assam,18,Jorhat,290,North Eastern Region,Urban,73,830,6010,4.30406509320417,6.7226297948554485,8.701346403039162
165,2022,Assam,18,Kamrup,291,North Eastern Region,Rural,124,2080,4170,4.8283137373023015,7.640603826393634,8.335911094196945
166,2022,Assam,18,Kamrup,291,North Eastern Region,Semi-urban,37,534,1497,3.6375861597263857,6.282266746896006,7.311886164077165
167,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Rural,40,419,2473,3.713572066704308,6.040254711277414,7.813591552952433
168,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Semi-urban,4,61,242,1.6094379124341003,4.127134385045092,5.493061443340548
169,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Urban,432,4036,72230,6.07073772800249,8.30325712085294,11.187624595611938
170,2022,Assam,18,Karbi Anglong,292,North Eastern Region,Rural,36,191,644,3.6109179126442243,5.2574953720277815,6.4692503167957724
171,2022,Assam,18,Karbi Anglong,292,North Eastern Region,Semi-urban,25,220,1592,3.258096538021482,5.3981627015177525,7.373374309910049
172,2022,Assam,18,Karimganj,293,North Eastern Region,Rural,53,1211,1373,3.9889840465642745,7.10002716662926,7.2254814727822945
173,2022,Assam,18,Karimganj,293,North Eastern Region,Semi-urban,33,521,2835,3.5263605246161616,6.257667587882639,7.950149887652018
174,2022,Assam,18,Kokrajhar,294,North Eastern Region,Rural,32,892,1211,3.4965075614664802,6.794586580876499,7.10002716662926
175,2022,Assam,18,Kokrajhar,294,North Eastern Region,Semi-urban,20,434,1945,3.044522437723423,6.075346031088684,7.57353126274595
176,2022,Assam,18,Lakhimpur,295,North Eastern Region,Rural,53,1046,1264,3.9889840465642745,6.953684210870537,7.142827401161621
177,2022,Assam,18,Lakhimpur,295,North Eastern Region,Semi-urban,34,675,1715,3.5553480614894135,6.516193076042964,7.447751280047908
178,2022,Assam,18,Majuli,706,North Eastern Region,Rural,14,234,301,2.70805020110221,5.459585514144159,5.71042701737487
179,2022,Assam,18,Marigaon,296,North Eastern Region,Rural,41,1128,633,3.7376696182833684,7.029087564149662,6.452048954437226
180,2022,Assam,18,Marigaon,296,North Eastern Region,Semi-urban,27,542,1249,3.332204510175204,6.297109319933935,7.1308988302963465
181,2022,Assam,18,Nagaon,297,North Eastern Region,Rural,101,2274,1912,4.624972813284271,7.729735331385051,7.556427969440253
182,2022,Assam,18,Nagaon,297,North Eastern Region,Semi-urban,22,701,678,3.1354942159291497,6.553933404025811,6.520621127558696
183,2022,Assam,18,Nagaon,297,North Eastern Region,Urban,47,815,3770,3.871201010907891,6.704414354964107,8.235095497258357
184,2022,Assam,18,Nalbari,298,North Eastern Region,Rural,55,884,1395,4.02535169073515,6.785587645007929,7.241366283322318
185,2022,Assam,18,Nalbari,298,North Eastern Region,Semi-urban,24,429,1626,3.2188758248682006,6.063785208687608,7.394493107219038
186,2022,Assam,18,Sivasagar,300,North Eastern Region,Rural,51,701,1442,3.9512437185814275,6.553933404025811,7.274479558773871
187,2022,Assam,18,Sivasagar,300,North Eastern Region,Semi-urban,47,622,3712,3.871201010907891,6.434546518787453,8.21959545417708
188,2022,Assam,18,Sonitpur,301,North Eastern Region,Rural,64,1002,1527,4.174387269895637,6.910750787961936,7.331714969726466
189,2022,Assam,18,Sonitpur,301,North Eastern Region,Semi-urban,65,1166,4575,4.189654742026425,7.062191632286556,8.428580533059634
190,2022,Assam,18,South Salmara Mancachar,707,North Eastern Region,Rural,11,409,282,2.4849066497880004,6.016157159698354,5.645446897643238
191,2022,Assam,18,South Salmara Mancachar,707,North Eastern Region,Semi-urban,4,135,123,1.6094379124341003,4.912654885736052,4.820281565605037
192,2022,Assam,18,Tinsukia,302,North Eastern Region,Rural,56,844,1356,4.04305126783455,6.739336627357174,7.213031659834869
193,2022,Assam,18,Tinsukia,302,North Eastern Region,Semi-urban,46,714,2563,3.8501476017100584,6.5722825426940075,7.849323818040561
194,2022,Assam,18,Tinsukia,302,North Eastern Region,Urban,49,638,4065,3.912023005428146,6.459904454377535,8.310414994188292
195,2022,Assam,18,Udalguri,617,North Eastern Region,Rural,29,922,689,3.4011973816621555,6.827629234502852,6.536691597591305
196,2022,Assam,18,Udalguri,617,North Eastern Region,Semi-urban,17,433,890,2.8903717578961645,6.073044534100405,6.792344427470809
197,2022,Assam,18,West Karbi Anglong,710,North Eastern Region,Rural,22,134,321,3.1354942159291497,4.90527477843843,5.7745515455444085
198,2022,Assam,18,Baksa,616,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
199,2022,Assam,18,Barpeta,280,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
200,2022,Assam,18,Barpeta,280,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
201,2022,Assam,18,Biswanath,705,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
202,2022,Assam,18,Biswanath,705,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
203,2022,Assam,18,Bongaigaon,281,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
204,2022,Assam,18,Bongaigaon,281,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
205,2022,Assam,18,Cachar,282,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
206,2022,Assam,18,Cachar,282,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
207,2022,Assam,18,Cachar,282,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
208,2022,Assam,18,Charaideo,708,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
209,2022,Assam,18,Charaideo,708,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
210,2022,Assam,18,Chirang,612,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
211,2022,Assam,18,Chirang,612,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
212,2022,Assam,18,Darrang,283,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
213,2022,Assam,18,Darrang,283,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
214,2022,Assam,18,Dhemaji,284,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
215,2022,Assam,18,Dhemaji,284,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
216,2022,Assam,18,Dhubri,285,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
217,2022,Assam,18,Dhubri,285,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
218,2022,Assam,18,Dibrugarh,286,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
219,2022,Assam,18,Dibrugarh,286,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
220,2022,Assam,18,Dibrugarh,286,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
221,2022,Assam,18,Goalpara,287,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
222,2022,Assam,18,Goalpara,287,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
223,2022,Assam,18,Golaghat,288,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
